genome1	genome2	blastANI
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	80.1706
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	79.9983
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	80.056
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	80.0702
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	80.0024
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.1292
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	79.5107
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	78.8201
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	79.1601
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	80.4279
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.9834
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.1606
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	79.9603
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	79.4661
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	80.0177
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	79.5736
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	80.08
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	80.5996
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	79.8271
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	79.8407
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	79.8153
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	79.6935
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	79.5291
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	80.102
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.9118
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	80.0343
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	79.9241
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	79.6813
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	79.6881
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.8166
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	79.8334
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.3452
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	79.3876
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.6706
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.0607
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	79.9109
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	79.4229
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.9943
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	79.7277
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	79.6181
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	79.6901
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	79.6272
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	80.1218
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	79.5808
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	78.8853
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	80.2687
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	79.6352
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	79.6619
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	79.7883
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	81.6187
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	81.0562
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	81.1127
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	81.1363
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	81.1663
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	79.815
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	81.3207
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	80.3706
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	80.7576
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	80.8477
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	82.3943
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	81.0201
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	82.552
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	81.0598
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	81.0198
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	82.3844
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	81.2949
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.0829
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.8452
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.8831
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	82.0727
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	81.2418
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	82.3539
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.4124
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.8711
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.7659
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	81.0624
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.3904
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	82.5153
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.7572
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	80.8664
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.1544
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	81.9611
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.9044
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.434
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.3726
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	81.0085
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	90.4779
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	82.3583
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.6345
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	82.3529
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	82.402
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	81.2212
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	80.966
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	78.9182
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.1003
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	82.3993
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	81.1053
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	80.945
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	88.3314
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	88.4918
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	88.4988
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	88.4642
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.1789
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	82.9396
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.7521
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	83.2103
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.1455
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.8761
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	81.2459
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.717
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.1931
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	84.4472
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.3309
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	85.3297
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	80.9905
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.2898
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.21
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.999
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	84.7231
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.3189
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.768
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.8477
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.2744
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	88.4105
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.3847
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.4038
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.8262
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	84.5434
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.0685
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	81.0016
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.9944
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.5319
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.2701
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	84.4539
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.4639
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.4766
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.951
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.0743
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.4671
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	84.8853
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	84.6114
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.0973
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.1812
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.4253
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	84.2255
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	84.6363
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	99.999
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	99.9988
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	99.999
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.0068
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	82.8345
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.8473
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	82.9784
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.0982
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.66
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.9455
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.52
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.1273
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	84.4236
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.0975
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	85.5019
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.0416
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.0627
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.0892
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.6788
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	84.6028
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.4874
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.4254
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.7
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.1112
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.9039
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.2838
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.2202
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.6057
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	84.3042
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.9561
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.8376
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.8428
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.6967
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.0969
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	84.3534
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.3785
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.174
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.5756
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.0195
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.2103
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	84.8223
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	84.6481
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.0221
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.041
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.1631
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	84.2756
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	84.5618
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	99.9995
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	99.9997
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.0665
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	82.8766
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.9449
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	83.0043
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.1508
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.7789
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	81.003
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.5467
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.2178
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	84.4936
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.1344
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	85.5505
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.0152
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.0974
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.1616
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.8104
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	84.6626
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.6283
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.4977
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.7186
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.1596
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.9737
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.3429
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.2253
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.6336
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	84.4907
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.0027
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.957
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.9641
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.8031
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.207
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	84.4438
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.382
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.2979
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.7093
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	80.9893
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.3802
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	85.0205
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	84.7044
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.1028
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.1369
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.2385
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	84.4028
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	84.6501
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	99.9997
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.0322
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	82.8824
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.9013
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	83.0587
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.1188
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.7724
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	81.0217
