genome1	genome2	orthoANIu
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	77.0417
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	76.8347
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	76.8724
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	76.8263
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	76.8675
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.6832
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	76.4429
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	75.8864
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	75.729
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.0977
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	77.1005
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	77.4671
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	76.7964
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	76.2449
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	76.9065
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	76.4478
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	76.9518
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.2944
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	76.5213
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	76.5779
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	76.5866
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	76.5836
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	76.3619
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.7717
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.8149
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	76.7675
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	76.9985
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	76.478
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	76.6849
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.5927
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	76.6954
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	76.9627
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	76.0877
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	77.2682
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	76.8184
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	76.3483
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	76.3937
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	77.0829
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	76.6055
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	76.0635
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	76.4075
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	76.5741
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	77.2894
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	76.6722
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.056
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.0464
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	76.5493
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	76.7535
GCA_048656505.1_ASM4865650v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	76.8071
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	79.0225
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	78.3101
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	78.5454
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	78.4072
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	78.4377
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.5854
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	78.8416
GCA_049998235.1_ASM4999823v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	78.1541
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	77.8655
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.8437
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	80.263
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.279
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	80.0109
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	78.4288
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	78.5592
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	79.972
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	78.625
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	78.0235
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	79.2477
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	79.0095
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	79.6861
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	78.355
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	79.652
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.3143
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.5796
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.9211
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	78.5916
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	79.072
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	79.8882
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.3004
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	78.5322
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	78.2096
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	79.7606
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.1353
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.4243
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.3923
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	78.3426
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	89.908
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	79.7958
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.2018
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	79.8359
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	79.9324
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	78.8712
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	78.463
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	74.9844
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	78.2195
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	79.6043
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	78.6679
GCA_049998235.1_ASM4999823v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	78.4226
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	87.4424
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	87.5082
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	87.6604
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	87.5524
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.8271
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	81.1552
GCA_049998315.1_ASM4999831v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	80.881
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.4004
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.9407
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.3108
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.0684
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.8886
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.646
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	82.8238
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.5604
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.8851
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.9334
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.4444
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.312
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.9801
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	82.8845
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.6705
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.4876
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.3288
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.3166
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	87.5353
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.5925
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.7879
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.2854
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	82.9757
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.8642
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.2796
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.1044
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.5198
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.2437
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	82.9248
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.2281
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.7133
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.7293
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.3477
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.6014
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.4561
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.1316
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.4756
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.9173
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.6896
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.758
GCA_049998315.1_ASM4999831v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	83.1079
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	99.9764
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	99.9805
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	99.9757
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.6406
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	80.9707
GCA_050604645.1_ASM5060464v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	81.1509
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.3724
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	78.0012
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.1563
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.1216
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.7472
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.8052
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	82.8666
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.3701
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	84.2677
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.7494
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.1462
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	77.9562
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.6603
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	82.9843
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.6186
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.3523
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.2814
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.0955
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.5753
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.5966
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.7589
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.295
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	83.0892
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.7855
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.208
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	77.9578
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.5965
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.1424
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.0635
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.0846
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.6587
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.3145
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.2399
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.603
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.692
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.2764
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.2582
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.8691
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.3638
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.7604
GCA_050604645.1_ASM5060464v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	83.06
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	99.9804
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	99.975
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.8668
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	81.0914
GCA_050605165.1_ASM5060516v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	81.2006
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.5789
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.9996
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.2383
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.1353
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.7871
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.8283
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	83.0315
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.5386
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	84.4095
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.9082
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.3391
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.0708
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.9205
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	83.015
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.8351
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.5737
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.417
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.3622
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.655
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.7622
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.6896
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.1904
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	83.2976
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.7856
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.2311
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.1009
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.6906
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.0226
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.2211
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.1307
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.7529
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.6093
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.3717
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.6803
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.9792
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.5573
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.2403
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	78.05
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.4658
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	83.0441
GCA_050605165.1_ASM5060516v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	83.2987
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	99.9645
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.8054
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	81.015
GCA_050605505.1_ASM5060550v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	81.2619
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.4703
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.9037
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.094
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.2015
